排名,商品ID,商品标题,店铺,主图透出价格,核心材质与卖点,营销活动与服务,视觉版式风格,1.8米规格直达链接,标准商品链接,主图原图高清链接,本地主图文件名,生意参谋支付金额,支付件数,支付买家数,客单价,主图OCR完整文案
225,698887922921,泰国乳胶黄麻椰棕床垫榻榻米儿童护脊薄垫硬垫家用可定制,梦织葆家居品牌店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 抗菌防螨健康 | 双面双睡感/可拆洗 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=698887922921,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=698887922921,https://img.alicdn.com/bao/uploaded/i2/2265426359/O1CN01L8ecuJ1wqTi7ZWYu9_!!2265426359.jpg,225_698887922921.jpg,0.00 0.00%,0 0.00%,0,0.00,weave 梦织葆 超级88 eep 限时活动优惠抢不停 免费试睡100天 偏硬支撑实力护脊 抑菌防螨亲肤面料 拒绝甲醛胶水无异味 官方活动 叠加优惠满300减60 12% 立减 180天免费仓储 送货入户 保价30天
226,698968633493,乳胶记忆棉卷包盒子高箱床薄款床垫软垫家用席梦思独立袋弹簧12cm,梦织葆家居品牌店,未透出,天然乳胶 | 独立袋装弹簧 | 零压记忆棉 | 抗菌防螨健康 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=698968633493,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=698968633493,https://img.alicdn.com/bao/uploaded/i3/2265426359/O1CN016WSDSp1wqTi7EVBVM_!!2265426359.jpg,226_698968633493.jpg,0.00 0.00%,0 0.00%,0,0.00,weavei 梦织葆 超级88 eep 限时活动优惠抢不停 免费试睡100天 12/14cm弹簧床垫 抑菌防螨亲肤面料 拒绝甲醛胶水无异味 官方活动 叠加优惠满300减60 12% 立减 180天免费仓储 送货入户 保价30天
227,702227514587,铂马仕五星级酒店进口乳胶独立弹簧床垫记忆棉软席梦思薄款16cm厚,铂马仕旗舰店,￥500,天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=702227514587,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=702227514587,https://img.alicdn.com/bao/uploaded/i2/2165873208/O1CN01rAsiU48fHpB2vH2e_!!4611686018427386424-0-item_pic.jpg,227_702227514587.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER 超软星级酒店睡感 16CM薄款乳胶弹簧床垫 POMOSER POMOSFR 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 88折消费券 惊喜红包 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 现货速发顺丰到家 单品直降约 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
228,705820084843,ROZO全拆弹簧床垫华夫格无胶水记忆棉席梦思压缩卷包加固软垫家用,rozo家具旗舰店,未透出,零压记忆棉,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=705820084843,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=705820084843,https://img.alicdn.com/bao/uploaded/i3/2939975400/O1CN01WxkKflzHM7F2vH2e_!!4611686018427385576-2-item_pic.png,228_705820084843.jpg,0.00 0.00%,0 0.00%,0,0.00,ROZO°× 升 秋季家装节 零胶水 0胶水可全拆 3016枚弹簧丨全“芯”升级 实付满1500立减 150 88VIP消费券 实付满480立减 60 夫 88VIP消费券 政府补贴 12% 至高立减约 官方 下单立减 15% 45% 活动 限时优惠券120 咨询客服
229,707278460550,ROZO棕垫原生黄麻儿童椰棕榈家用乳胶薄床垫10cm可拆卸叠可全拆,rozo家具旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=707278460550,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=707278460550,https://img.alicdn.com/bao/uploaded/i2/2939975400/O1CN01HzXr9O9QbGG2vH2e_!!4611686018427385576-2-item_pic.png,229_707278460550.jpg,0.00 0.00%,0 0.00%,0,0.00,ROZO°×j 秋季家装节 零胶水 6-12cm 偏硬护脊 原生态黄麻床垫 实付满1500立减 150 夫 88VIP消费券 实付满480立减 60 ￥ 88VIP消费券 政府补贴 12% 至高立减约 官方 下单立减 15% 45% 活动 叠加使用优惠券 咨询客服
230,707324074164,婴儿拼接床垫0.5米天然黄麻0.8m幼儿园乳胶新生宝宝儿童椰棕床垫,派乐熊儿童床垫品牌店,未透出,天然乳胶 | 环保椰棕/黄麻,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=707324074164,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=707324074164,https://img.alicdn.com/bao/uploaded/i2/371424161/O1CN01K9ORUF1gbn8S1MDLi_!!371424161.png,230_707324074164.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 byia 儿童 美国出口品质CPC/GCC双认证 专用 婴儿拼接床黄麻床垫
231,708537138570,月光之家全拆式床垫家用软硬可调节独立弹簧席梦思乳胶记忆棉1.8m,moonlightfamily旗舰店,未透出,天然乳胶 | 零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=708537138570,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=708537138570,https://img.alicdn.com/bao/uploaded/i4/919851856/O1CN01kZasiXQeptI32pKq_!!4611686018427384656-0-item_pic.jpg,231_708537138570.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 全拆可洗弹簧床垫 软硬可调厚度22CM 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
232,709045966380,月光之家压缩卷包床垫家用记忆棉盒子独立弹簧席梦思可全拆1.8米,moonlightfamily旗舰店,未透出,零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=709045966380,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=709045966380,https://img.alicdn.com/bao/uploaded/i2/919851856/O1CN01G1WzUVuKe6K32pKq_!!4611686018427384656-0-item_pic.jpg,232_709045966380.jpg,0.00 0.00%,0 0.00%,0,0.00,Moonlight family MOONLICHT 月光之家 家装节 FAMILY 压缩卷包面料可拆 微硬适中厚度18-22CM Moonlight Family 月光之家 优惠可叠加 政府补贴官方立减惊喜红包 88VIP 200天免费试睡 15% 12% 150 20年超长质保 3期免息 价保100天 免费取旧 顺丰 SF 0胶+5A双重认证 到家
233,709103747750,派乐熊儿童床垫薄款弹簧硬护脊青少年10cm席梦思高箱床家用12厘米,派乐熊儿童床垫品牌店,未透出,护脊偏硬支撑,平台/政府大额补贴,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=709103747750,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=709103747750,https://img.alicdn.com/bao/uploaded/i1/371424161/O1CN017gMN5QLKtYD1chua_!!371424161.jpg,233_709103747750.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 儿童薄款弹簧床垫 15% 政府补贴， 因地区差异，补贴(优惠)信息详见支付页面 家装节 88VIP消费券 立减12% 88VIP专享 儿童 儿童护脊双线弹簧 10-12CM薄款弹簧床垫 专用
234,711174770742,儿童床垫偏硬护脊无甲醛天然乳胶椰棕黄麻硬垫1.5米1.2可定制折叠,佛山享睡床垫品牌店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=711174770742,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=711174770742,https://img.alicdn.com/bao/uploaded/i1/371421979/O1CN01admImLemReC2vH2e_!!371421979.jpg,234_711174770742.jpg,0.00 0.00%,0 0.00%,0,0.00,WEIMLU 超级88 一维梦露一 无胶3E椰棕 偏硬护脊 可调睡感可面拆 免费试睡101天 下单立减 京东顺丰送到家 TIME:9/620:00-9/1323:59 12% 可叠加优惠满300减60 （详情咨询客服即可） 免费送货到家 先用后付 180天免费仓储 超长保价30天
235,712961344401,环保乳胶床垫薄款独立弹簧10cm厚席梦思软垫家用15厘米高箱床定制,棕葆王国品牌店,未透出,天然乳胶 | 双面双睡感/可拆洗,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 花呗免息分期,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=712961344401,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=712961344401,https://img.alicdn.com/bao/uploaded/i3/251231227/O1CN01SFq3LsJUeZJ2vH2e_!!251231227.jpg,235_712961344401.jpg,0.00 0.00%,0 0.00%,0,0.00,棕葆王国 超级立减 超薄弹簧乳胶床垫 可选厚度10/12/15cm AG 五段式感应弹簧有胶水退全款 立减 活动优惠 软硬两用 体验双重睡感 10% 免费试睡 保 20年不塌陷 花呗3期免息 顺丰送货入户
236,716238252589,派乐熊全拆儿童床垫可拆卸0胶水工艺调节软硬护脊独立弹簧席梦思,派乐熊儿童床垫品牌店,未透出,护脊偏硬支撑,常规销售,产品材质分层结构拆解型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=716238252589,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=716238252589,https://img.alicdn.com/bao/uploaded/i4/371424161/O1CN01CnM4GD1gbnB7uAu1v_!!371424161.jpg,236_716238252589.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 全拆双层护脊弹簧床垫 派乐熊 Pareler Bear A类 全拆软硬睡感可调节 纯棉 四叶形0胶工艺酷布袋弹簧
237,719360837709,床垫工厂压缩卷包盒子记忆棉席梦思家用弹簧床垫五星级酒店,ZB五星优选床垫,未透出,零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=719360837709,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=719360837709,https://img.alicdn.com/bao/uploaded/i4/163953639/O1CN01wgx0671ckiPc34mS4_!!163953639.jpg,237_719360837709.jpg,0.00 0.00%,0 0.00%,0,0.00,7B1 正品保障 超级立减 免费试睡100天 30cm酒店加厚床垫 现货速发送到家 180天免费仓储1超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
238,719581195885,记忆棉独立弹簧压缩床垫家用静音席梦思五星酒店20厚卷包盒子定制,ZB五星优选床垫,未透出,零压记忆棉,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=719581195885,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=719581195885,https://img.alicdn.com/bao/uploaded/i4/163953639/O1CN01WLfALE1ckiPXW9d4n_!!163953639.jpg,238_719581195885.jpg,0.00 0.00%,0 0.00%,0,0.00,超级立减 ZBI 正品保障 免费试睡100天 干净住房轻松换垫 现货速发送到家 180天免费仓储1超长保价30天 可叠加店内优惠券 10% 下单立减 300-60 更多优惠咨询客服
242,722680648073,睡眠骑士儿童专用床垫天然黄麻偏硬护脊20cm厚独立袋弹簧乳胶双面,sleepknight旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 独立袋装弹簧 | 环保椰棕/黄麻 | 双面双睡感/可拆洗 | 亲肤透气面料,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=722680648073,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=722680648073,https://img.alicdn.com/bao/uploaded/i3/2215132506139/O1CN01xvvUNq1vDiba0Wawh_!!4611686018427381787-0-item_pic.jpg,242_722680648073.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP 官方优选 睡眠骑士 KNIGHT 呼呼款 TOHELLWITH i9ooz 透气支撑·儿童床垫 空气纤维一天然黄麻 10-24CM 现货速发顺丰送到家 SF 加硬护脊 部分尺寸及地区详情咨询客服 200天免费试睡 花呗分期免息 365天免费仓储 免费送货到家
243,723097783772,睡眠骑士 儿童床垫S黄麻全黄麻榻榻米硬垫天然乳胶家用上下铺床垫,sleepknight旗舰店,未透出,护脊偏硬支撑 | 天然乳胶 | 环保椰棕/黄麻,免费试睡保障 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=723097783772,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=723097783772,https://img.alicdn.com/bao/uploaded/i4/2215132506139/O1CN01eVKtP41vDiY1e02aO_!!4611686018427381787-0-item_pic.jpg,243_723097783772.jpg,0.00 0.00%,0 0.00%,0,0.00,SLEEP 睡眠骑士 KNIGHT 儿童专用床垫 天然环保可全拆 全拆 设计 5-15cm 100天免费试睡 10年超长质保 天然黄麻 现货速发 顺丰送到家 部分尺寸 及地区 花呗分期免息 365天免费仓储 免费送货到家
244,723858525734,压缩卷包独立袋18cm矮弹簧凝胶记忆棉席梦思盒子乳胶软薄床垫家用,CEFALU旗舰店,未透出,天然乳胶 | 独立袋装弹簧 | 零压记忆棉 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=723858525734,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=723858525734,https://img.alicdn.com/bao/uploaded/i4/1692273605/O1CN01fh02A0Zw3VB2vH2e_!!4611686018427382725-0-item_pic.jpg,244_723858525734.jpg,0.00 0.00%,0 0.00%,0,0.00,® 超级立减 甄选 CEFALU 尖货 12-22cm薄款弹簧床垫 200天免费试睡 面料全拆洗 设计 15 再省% 可叠加店内任何优惠活动 政府补贴 快递包邮 免费试睡200天 享政府补贴 预计下单直降 25% 优惠直降10%叠加使用 （环保透气软硬可选拒绝甲醛送货上门） 详情咨询客服
245,724185808946,铂马仕乳胶床垫超软席梦思独立弹簧家用2米加厚30cm星级酒店软垫,铂马仕旗舰店,￥500,护脊偏硬支撑 | 天然乳胶,平台/政府大额补贴 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=724185808946,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=724185808946,https://img.alicdn.com/bao/uploaded/i4/2165873208/O1CN01ilvXXoD9ZZI2vH2e_!!4611686018427386424-0-item_pic.jpg,245_724185808946.jpg,0.00 0.00%,0 0.00%,0,0.00,铂马仕 家装节 POMOSER ★★★★★ 五星级酒店护脊 超舒睡强支撑 ARCHITECTUR POMOSER' 舶马仕FromGemny 双重补贴拍下立减！ 惊喜红包限时抢！ 政府补贴 官方补贴 惊喜红包 88折消费券 立减15% 立减12% 不止9折至高减500元 详见支付页面 可叠加店铺券 88VIP可用 送 单品直降约 现货速发顺丰到家 限部分 咨询客服抢舒睡枕X2 尺寸地区 37% 下单入会享好礼 ￥20 会员专享券 门槛 POMOSER
247,727360576564,派乐熊全拆记忆棉酷布袋儿童弹簧床垫软硬可调护脊黄麻席梦思20cm,派乐熊儿童床垫品牌店,未透出,护脊偏硬支撑 | 环保椰棕/黄麻 | 零压记忆棉,常规销售,标准电商综合展示型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=727360576564,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=727360576564,https://img.alicdn.com/bao/uploaded/i3/371424161/O1CN01V2TpXh1gbn8Sg6OBk_!!371424161.png,247_727360576564.jpg,0.00 0.00%,0 0.00%,0,0.00,派乐熊×专注儿童健康睡眠 儿童 美国出口品质CPC/GCC双认证 专用 全拆内材可见软硬可调
248,730283356915,ROZO卷包记忆棉盒子高箱床垫席梦思家用压缩薄款弹簧软硬12/15CM,rozo家具旗舰店,未透出,零压记忆棉,平台/政府大额补贴 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=730283356915,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=730283356915,https://img.alicdn.com/bao/uploaded/i1/2939975400/O1CN01HBVIvYdDU1B2vH2e_!!4611686018427385576-2-item_pic.png,248_730283356915.jpg,0.00 0.00%,0 0.00%,0,0.00,ROZO? 秋季家装节 X 零胶水 超薄独立弹簧床垫 可选厚度10/12/15厘米 一张更懂你的 matt 实付满1500立减 150 88VIP消费券 实付满480立减 60 88VIP消费券 政府补贴 12% 至高立减约 官方 下单立减 15% 45 活动 % 叠加使用优惠券 咨询客服
250,737035834771,甜蜜睡眠酣梦马尾毛手工拉扣床垫羊毛顶垫无胶水双层弹簧家用适中,甜蜜睡眠旗舰店,￥3551,亲肤透气面料,平台/政府大额补贴 | 买赠高价值赠品 | 花呗免息分期 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=737035834771,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=737035834771,https://img.alicdn.com/bao/uploaded/i1/2215897735682/O1CN016jofh7RHbbC2R3rs_!!4611686018427380226-0-item_pic.jpg,250_737035834771.jpg,0.00 0.00%,0 0.00%,0,0.00,甜蜜睡眠酣梦系列 家装节 Tianmishuimian 轻奢马尾毛床垫 政府补贴！ （纯手工星级酒店睡感） 立减 15% 9折券 无门槛消费券（至高减150） 88VIP专享 甜蜜睡眠 sweet sleepmattress 2件再享折上折，买越多省越多！ 综合补贴到手价： 政府 官方 店铺 至高省 3551 36% ? + + 补贴 立减 优惠 起 全国送货入户 赠大件运费险 花呗分期免息 365天免费囤货
251,739585234559,儿童专用偏硬护脊椎独立袋弹簧席梦思床垫环保椰棕黄麻硬薄床垫,CEFALU旗舰店,未透出,护脊偏硬支撑 | 独立袋装弹簧 | 环保椰棕/黄麻 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=739585234559,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=739585234559,https://img.alicdn.com/bao/uploaded/i2/1692273605/O1CN01WFPyOFwJICH2vH2e_!!4611686018427382725-0-item_pic.jpg,251_739585234559.jpg,0.00 0.00%,0 0.00%,0,0.00,® 超级立减 甄选 CEFALU 尖货 儿童专用一护脊床垫 200天免费试睡 15 再省% 可叠加店内任何优惠活动 政府补贴 快递包邮 免费试睡200天 享政府补贴 预计下单直降 25% 优惠直降10%叠加使用 （环保透气软硬可选拒绝甲醛送货上门） 详情咨询客服
252,740691021617,记忆棉盒子压缩弹簧床垫席梦思卷包乳胶软垫家用五星酒店,梦织葆家居品牌店,未透出,天然乳胶 | 独立袋装弹簧 | 零压记忆棉 | 抗菌防螨健康 | 亲肤透气面料,平台/政府大额补贴 | 免费试睡保障 | 买赠高价值赠品 | 官方正品权威背书,促销大字报冲击型,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=740691021617,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=740691021617,https://img.alicdn.com/bao/uploaded/i2/2265426359/O1CN01qz8MlmGKMHJ2vH2e_!!2265426359.jpg,252_740691021617.jpg,0.00 0.00%,0 0.00%,0,0.00,"""""weavei 梦织葆 超级88 Leep 限时活动 优惠抢不停 免费试睡100天 升级加密独袋弹簧腰臀加固 厚款20-24CM 薄款12-14CM MATTRESS 两种弹簧 可选 抑菌防螨亲肤面料 拒绝甲醛胶水无异味 官方活动 叠加优惠满300减60 12% 立减 180天免费仓储 送货入户 保价30天"
